Index,acc,name,length,organism,_5,level,_7
1319540,A0A7J8K2P6,Transcription factor 12,706,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.613,2.0,
1319555,A0A6I9ZNA2,,2846,Acinonyx jubatus (Cheetah),0.558,2.0,
1319557,A0A6I9ZXU8,,238,Acinonyx jubatus (Cheetah),0.613,2.0,
1319567,A0A7J8EQN6,,892,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.64,2.0,
1319575,A0A6J1Z820,YTH domain-containing family protein,729,Acinonyx jubatus (Cheetah),0.643,2.0,
1319577,A0A2K6QKS3,,576,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.569,2.0,
1319601,A0A2K6NCI4,,1976,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.543,2.0,
1319603,A0A6J1XJF5,,78,Acinonyx jubatus (Cheetah),0.526,2.0,
1319611,A0A6J2AQK8,Dysbindin domain-containing protein 1,165,Acinonyx jubatus (Cheetah),0.552,2.0,
1319632,A0A2K6PKR1,Microtubule-associated protein,559,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.603,2.0,
1319633,A0A2K6PAY4,,1363,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.519,2.0,
1319639,A0A6J1ZWA3,Protein max,151,Acinonyx jubatus (Cheetah),0.589,2.0,
1319646,A0A6J1Z852,,1638,Acinonyx jubatus (Cheetah),0.561,2.0,
1319651,A0A2K6RDT9,,1943,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.638,2.0,
1319687,A0A2K6PML4,Death domain-associated protein 6,688,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.549,2.0,
1319709,A0A7J8FC45,,3684,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.538,2.0,
1319710,A0A2K6RCS0,Cleavage and polyadenylation specificity factor subunit 6,551,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.577,2.0,
1319714,A0A6J1Y2A7,,1979,Acinonyx jubatus (Cheetah),0.533,2.0,
1319724,A0A6J1YLB5,Cold-inducible RNA-binding protein,195,Acinonyx jubatus (Cheetah),0.6,2.0,
1319747,A0A7J8IBG8,,918,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.676,2.0,
1319754,A0A7J8BKI9,,290,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.569,2.0,
1319756,A0A7J8CZ17,[histone H3]-trimethyl-L-lysine(27) demethylase,1701,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.561,2.0,
1319795,A0A7J8CTF4,,554,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.507,2.0,
1319797,A0A2K6RJS2,Microtubule-associated protein,383,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.569,2.0,
1319801,A0A2K6RTL7,Nucleophosmin,259,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.541,2.0,
1319806,A0A7J8EHF2,,354,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.681,2.0,
1319809,A0A6J1Y8T5,Splicing factor 1,639,Acinonyx jubatus (Cheetah),0.606,2.0,
1319827,A0A2K6NV10,H/ACA ribonucleoprotein complex subunit,198,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.545,2.0,
1319838,A0A6J1XT24,,136,Acinonyx jubatus (Cheetah),0.588,2.0,
1319857,A0A6I9ZTL2,,583,Acinonyx jubatus (Cheetah),0.674,2.0,
1319858,A0A7J8IBR3,,495,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.618,2.0,
1319861,A0A6J1YRR6,Microtubule-associated protein,559,Acinonyx jubatus (Cheetah),0.608,2.0,
1319863,A0A7J8CTP8,RNA-binding protein 8A,174,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.54,2.0,
1319867,A0A7J8CZW9,Microtubule-associated protein,444,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.583,2.0,
1319870,A0A2K6PLA3,,569,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.596,2.0,
1319889,A0A6J1ZY87,Ena/VASP-like protein,461,Acinonyx jubatus (Cheetah),0.594,2.0,
1319892,A0A7J8BXT8,,656,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.648,2.0,
1319906,A0A7J8I4S9,,405,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.57,2.0,
1319914,A0A7J8D3A0,non-specific serine/threonine protein kinase,1238,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.502,2.0,
1319927,A0A2K6PKH9,,192,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.521,2.0,
1319955,A0A2K6P4N7,,266,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.511,2.0,
1319959,A0A6J1YZ37,,1520,Acinonyx jubatus (Cheetah),0.503,2.0,
1319961,A0A2K6PWC7,,897,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.613,2.0,
1319974,A0A6J1XFY7,Cyclin-dependent kinase inhibitor 1B,198,Acinonyx jubatus (Cheetah),0.682,2.0,
1319976,A0A6J1YIH3,,359,Acinonyx jubatus (Cheetah),0.591,2.0,
1319979,A0A2K6PN90,Syndecan,191,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.607,2.0,
1319995,A0A6J1YUU0,Microtubule-associated protein,446,Acinonyx jubatus (Cheetah),0.585,2.0,
1320006,A0A6J1YPH4,,662,Acinonyx jubatus (Cheetah),0.644,2.0,
1320012,A0A6J0A8X5,"Rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma",87,Acinonyx jubatus (Cheetah),0.632,2.0,
1320020,A0A7J8FT05,Microtubule-associated protein,502,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.562,2.0,
1320026,A0A7J8FDF1,Wiskott-Aldrich syndrome protein family member,496,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.554,2.0,
1320027,A0A6J1Z856,,1610,Acinonyx jubatus (Cheetah),0.532,2.0,
1320031,A0A7J8K365,,1972,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.612,2.0,
1320074,A0A7J8BXH0,,662,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.642,2.0,
1320079,A0A6J2A031,Protein max,160,Acinonyx jubatus (Cheetah),0.613,2.0,
1320080,A0A2K6NFG3,,1888,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.544,2.0,
1320083,A0A6J1XKV9,,571,Acinonyx jubatus (Cheetah),0.541,2.0,
1320084,A0A6J1YXL9,,1251,Acinonyx jubatus (Cheetah),0.519,2.0,
1320086,A0A2K6R3F0,,500,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.594,2.0,
1320088,A0A2K6P8E1,[histone H3]-trimethyl-L-lysine(27) demethylase,1643,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.549,2.0,
1320090,A0A6J1YRT9,Microtubule-associated protein,471,Acinonyx jubatus (Cheetah),0.599,2.0,
1320096,A0A7J8C777,,539,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.57,2.0,
1320101,A0A7J8GJ69,,1709,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.618,2.0,
1320103,A0A6J0A1K1,,614,Acinonyx jubatus (Cheetah),0.513,2.0,
1320106,A0A2K6P716,,894,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.61,2.0,
1320123,A0A2K6PRQ2,FAM21/CAPZIP domain-containing protein,1250,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.559,2.0,
1320126,A0A6J2AKY4,"Troponin T, cardiac muscle",284,Acinonyx jubatus (Cheetah),0.627,2.0,
1320136,A0A6J1Z847,,1664,Acinonyx jubatus (Cheetah),0.538,2.0,
1320151,A0A6J1YXG0,,540,Acinonyx jubatus (Cheetah),0.507,2.0,
1320152,A0A6J0A3U5,,655,Acinonyx jubatus (Cheetah),0.653,2.0,
1320174,A0A6J1YU74,,507,Acinonyx jubatus (Cheetah),0.558,2.0,
1320178,A0A6J1YRS6,Microtubule-associated protein,502,Acinonyx jubatus (Cheetah),0.56,2.0,
1320191,A0A7J8CYR3,[histone H3]-trimethyl-L-lysine(27) demethylase,1618,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.552,2.0,
1320196,A0A6J1XAN5,,1169,Acinonyx jubatus (Cheetah),0.548,2.0,
1320221,A0A2K6NMQ0,Cold-inducible RNA-binding protein,184,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.565,2.0,
1320230,A0A2K6PL90,,576,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.635,2.0,
1320234,A0A2K6NAE0,,748,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.527,2.0,
1320237,A0A2K6R1F3,,513,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.517,2.0,
1320242,A0A7J8CYM8,[histone H3]-trimethyl-L-lysine(27) demethylase,1658,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.562,2.0,
1320278,A0A6J1ZV32,,1712,Acinonyx jubatus (Cheetah),0.683,2.0,
1320284,A0A6J2AUP8,,930,Acinonyx jubatus (Cheetah),0.67,2.0,
1320287,A0A2K6QIV3,,300,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.657,2.0,
1320299,A0A7J8JXU2,Protein max,151,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.596,2.0,
1320311,A0A2K6NAD3,,808,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.597,2.0,
1320315,A0A7J8CYF3,,359,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.582,2.0,
1320320,A0A7J8DQ92,,228,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.5,2.0,
1320332,A0A6J1YF37,[histone H3]-trimethyl-L-lysine(27) demethylase,1630,Acinonyx jubatus (Cheetah),0.569,2.0,
1320334,A0A7J8CZZ2,,579,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.528,2.0,
1320335,A0A6I9ZJY9,,121,Acinonyx jubatus (Cheetah),0.62,2.0,
1320350,A0A6J2API5,,556,Acinonyx jubatus (Cheetah),0.509,2.0,
1320363,A0A2K6RTY8,,1314,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.602,2.0,
1320365,A0A7J8EF50,,564,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.594,2.0,
1320370,A0A6I9ZGL8,Protein phosphatase 1 regulatory subunit,1029,Acinonyx jubatus (Cheetah),0.607,2.0,
1320380,A0A7J8GPY7,,160,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.506,2.0,
1320394,A0A7J8CB91,U1 small nuclear ribonucleoprotein 70 kDa,429,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.641,2.0,
1320410,A0A6J2A2G6,Eukaryotic translation initiation factor 3 subunit J,256,Acinonyx jubatus (Cheetah),0.531,2.0,
1320411,A0A7J8G1E3,Protein phosphatase 1 regulatory subunit,995,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.611,2.0,
1320413,A0A6J1XG03,,1270,Acinonyx jubatus (Cheetah),0.545,2.0,
1320414,A0A6J1XXR8,,1072,Acinonyx jubatus (Cheetah),0.512,2.0,
1320432,A0A2K6NKX7,Transcription initiation factor IIF subunit alpha,545,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.512,2.0,
1320435,A0A7J8D038,Microtubule-associated protein,355,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.566,2.0,
1320442,A0A6J0A231,Nucleolin,717,Acinonyx jubatus (Cheetah),0.541,2.0,
1320443,A0A6J1ZZK9,,1928,Acinonyx jubatus (Cheetah),0.598,2.0,
1320446,A0A6I9ZRR1,,534,Acinonyx jubatus (Cheetah),0.637,2.0,
1320453,A0A7J8JST1,,583,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.552,2.0,
1320455,A0A2K6RBV3,Ena/VASP-like protein,418,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.598,2.0,
1320460,A0A6J1XPK6,,2909,Acinonyx jubatus (Cheetah),0.52,2.0,
1320461,A0A6J1ZPB7,,1291,Acinonyx jubatus (Cheetah),0.553,2.0,
1320484,A0A7J8J1W3,,2470,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.583,2.0,
1320486,A0A7J8C7I1,,308,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.627,2.0,
1320494,A0A7J8FBI3,,712,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.572,2.0,
1320502,A0A7J8DNS0,,194,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.51,2.0,
1320507,A0A6J1Y3U8,,1453,Acinonyx jubatus (Cheetah),0.585,2.0,
1320526,A0A7J8J790,,1489,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.529,2.0,
1320534,A0A2K6Q0R8,YTH domain-containing family protein,731,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.665,2.0,
1320535,A0A2K6NDA7,"Troponin T, cardiac muscle",302,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.656,2.0,
1320545,A0A6J1YRN8,Microtubule-associated protein,357,Acinonyx jubatus (Cheetah),0.569,2.0,
1320548,A0A6J1YMD8,Transcription initiation factor IIF subunit alpha,516,Acinonyx jubatus (Cheetah),0.552,2.0,
1320551,A0A6J2ADK5,,1838,Acinonyx jubatus (Cheetah),0.638,2.0,
1320552,A0A7J8IAY9,,500,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.562,2.0,
1320555,A0A7J8HBM7,,1521,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.513,2.0,
1320560,A0A6J2A0Q4,,191,Acinonyx jubatus (Cheetah),0.576,2.0,
1320565,A0A6J1ZZZ9,Transcription factor 12,706,Acinonyx jubatus (Cheetah),0.616,2.0,
1320568,A0A2K6NKV5,Transcription initiation factor IIF subunit alpha,517,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.54,2.0,
1320579,A0A6J1XBC6,Homeobox protein Hox-B1,304,Acinonyx jubatus (Cheetah),0.507,2.0,
1320583,A0A2K6RTZ4,,1302,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.608,2.0,
1320585,A0A2K6QVC6,Cyclin-dependent kinase 12,1416,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.686,2.0,
1320592,A0A6J0ABP5,Protein phosphatase 1 regulatory subunit 15A,578,Acinonyx jubatus (Cheetah),0.555,2.0,
1320609,A0A6J1YD57,PC4 and SFRS1-interacting protein,530,Acinonyx jubatus (Cheetah),0.658,2.0,
1320617,A0A2K6QDK0,,612,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.564,2.0,
1320646,A0A7J8BMC6,,1308,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.576,2.0,
1320661,A0A7J8CAA6,Protein phosphatase 1 regulatory subunit 15A,871,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.696,2.0,
1320663,A0A2K6NW24,,819,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.675,2.0,
1320679,A0A7J8ICE3,,524,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.59,2.0,
1320688,A0A2K6R7G3,,60,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.6,2.0,
1320702,A0A6J1YM40,,405,Acinonyx jubatus (Cheetah),0.649,2.0,
1320717,A0A2K6NMU1,,589,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.508,2.0,
1320723,A0A6J1Z9B7,YTH domain-containing family protein,741,Acinonyx jubatus (Cheetah),0.615,2.0,
1320725,A0A7J8J0I2,Protein naked cuticle homolog,458,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.581,2.0,
1320737,A0A7J8GSD0,Serine/threonine-protein phosphatase 1 regulatory subunit 10,877,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.529,2.0,
1320747,A0A2K6NUD4,Syndecan,384,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.648,2.0,
1320760,A0A7J8GNH5,,922,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.697,2.0,
1320769,A0A2K6QKR7,,551,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.55,2.0,
1320777,A0A2K6QCU1,,533,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.636,2.0,
1320779,A0A7J8HL32,,418,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.632,2.0,
1320801,A0A2K6PYI8,,191,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.518,2.0,
1320803,A0A2K6PMK5,Death domain-associated protein 6,740,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.588,2.0,
1320807,A0A2K6PIQ3,,1954,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.566,2.0,
1320810,A0A7J8I7Q9,,533,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.636,2.0,
1320842,A0A6J1ZJY5,,415,Acinonyx jubatus (Cheetah),0.508,2.0,
1320847,A0A2K6NAC6,,752,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.597,2.0,
1320855,A0A2K6P8I0,[histone H3]-trimethyl-L-lysine(27) demethylase,1682,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.557,2.0,
1320881,A0A2K6QGK3,,493,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.54,2.0,
1320884,A0A6J2A595,Myelin basic protein,327,Acinonyx jubatus (Cheetah),0.621,2.0,
1320888,A0A2K6PNX1,Anaphase-promoting complex subunit CDC26,85,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.659,2.0,
1320891,A0A2K6PBF7,,1763,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.63,2.0,
1320903,A0A7J8IDC5,Transcription factor E2-alpha,654,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.543,2.0,
1320915,A0A7J8ECI6,Anaphase-promoting complex subunit CDC26,85,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.506,2.0,
1320921,A0A7J8J8L0,,471,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.669,2.0,
1320947,A0A2K6QXG9,RNA-binding protein 8A,174,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.54,2.0,
1320950,A0A6J1YSY7,E3 ubiquitin-protein ligase PPP1R11,126,Acinonyx jubatus (Cheetah),0.651,2.0,
1320952,A0A2K6QXH9,,661,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.649,2.0,
1320956,A0A2K6RKP3,,1693,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.503,2.0,
1320961,A0A7J8F676,,2276,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.61,2.0,
1320969,A0A2K6P6E5,,433,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.557,2.0,
1320970,A0A2K6PW79,[histone H3]-lysine(4) N-methyltransferase,2642,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.531,2.0,
1320979,A0A6J1ZA98,,1636,Acinonyx jubatus (Cheetah),0.524,2.0,
1320987,A0A6J1YKK7,,407,Acinonyx jubatus (Cheetah),0.656,2.0,
1320992,A0A2K6PLA4,,491,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.572,2.0,
1321013,A0A2K6PVE7,,628,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.535,2.0,
1321026,A0A6J1XPU7,,2817,Acinonyx jubatus (Cheetah),0.537,2.0,
1321036,A0A7J8G337,,1832,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.665,2.0,
1321038,A0A2K6R1X8,DNA polymerase delta subunit 3,427,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.522,2.0,
1321050,A0A7J8CVR6,"Rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma",87,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.621,2.0,
1321051,A0A2K6RW73,,786,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.514,2.0,
1321060,A0A2K6PVG0,,606,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.563,2.0,
1321062,A0A6J2AEL4,Protein phosphatase 1 regulatory subunit,1045,Acinonyx jubatus (Cheetah),0.576,2.0,
1321067,A0A2K6PYI2,,194,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.526,2.0,
1321070,A0A7J8ICP7,Transcription factor E2-alpha,650,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.506,2.0,
1321071,A0A6J2AF25,Protein phosphatase 1 regulatory subunit,1033,Acinonyx jubatus (Cheetah),0.571,2.0,
1321075,A0A7J8EUC6,Splicing factor 1,639,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.612,2.0,
1321088,A0A7J8I1R3,Translocation protein SEC62,302,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.599,2.0,
1321104,A0A6J1XVC2,,441,Acinonyx jubatus (Cheetah),0.503,2.0,
1321105,A0A2K6PVF9,,617,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.571,2.0,
1321107,A0A2K6QH46,,638,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.514,2.0,
1321118,A0A7J8G374,,1831,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.664,2.0,
1321149,A0A7J8F5S0,,2277,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.611,2.0,
1321167,A0A2K6PAW0,,1445,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.522,2.0,
1321172,A0A6J1YW09,,513,Acinonyx jubatus (Cheetah),0.517,2.0,
1321181,A0A2K6R9K8,,827,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.642,2.0,
1321184,A0A6J1XMW0,U1 small nuclear ribonucleoprotein 70 kDa,429,Acinonyx jubatus (Cheetah),0.641,2.0,
1321205,A0A2K6PRS0,FAM21/CAPZIP domain-containing protein,1248,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.572,2.0,
1321222,A0A2K6QLR8,,551,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.588,2.0,
1321225,A0A2K6RC03,Ena/VASP-like protein,416,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.601,2.0,
1321252,A0A2K6QVV2,Protein max,151,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.589,2.0,
1321280,A0A2K6PBV2,,1073,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.54,2.0,
1321281,A0A2K6NLT7,,1451,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.553,2.0,
1321287,A0A2K6PBP9,,1144,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.506,2.0,
1321288,A0A2K6PBG3,,1768,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.624,2.0,
1321290,A0A7J8J8J4,,482,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.68,2.0,
1321320,A0A6J2AWU2,,1027,Acinonyx jubatus (Cheetah),0.526,2.0,
1321321,A0A6I9ZF24,,847,Acinonyx jubatus (Cheetah),0.686,2.0,
1321335,A0A2K6QAS5,,588,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.526,2.0,
1321337,A0A6J1Z8U9,YTH domain-containing family protein,737,Acinonyx jubatus (Cheetah),0.643,2.0,
1321342,A0A6J1ZMS3,,1491,Acinonyx jubatus (Cheetah),0.551,2.0,
1321351,A0A6J1Z7J3,,1654,Acinonyx jubatus (Cheetah),0.518,2.0,
1321354,A0A7J8BWX6,,655,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.65,2.0,
1321358,A0A7J8JT00,Ena/VASP-like protein,419,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.554,2.0,
1321367,A0A6J1Z8X2,,1663,Acinonyx jubatus (Cheetah),0.539,2.0,
1321368,A0A7J8EVF0,Splicing factor 1,660,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.62,2.0,
1321369,A0A7J8DNP4,,1406,Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus),0.536,2.0,
1321372,A0A2K6PBF5,,1832,Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),0.614,2.0,
